Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,90sGls,90sAst,90sG+A,90sG-PK,90sG+A-PK,90sxG,90sxAG,90sxG+xAG,90snpxG,90snpxG+xAG,Sh,SoT,SoTPercent,Sh90,SoT90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,TotCmp,TotAtt,TotCmp%,TotDist,PrgDist,ShortCmp,ShortAtt,ShortCmp%,MedCmp,MedAtt,MedCmp%,LongCmp,LongAtt,LongCmp%,xAG,xA,A-xAG,KP,Passes3rd,PPA,CrsPA,PrgP,SCA,SCA90,PassLive,PassDead,TO,SCASh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,GCASh,Fld,Def,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,LiveTouches,Att,Succ,SuccPercent,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,Final3rd,CPA,Mis,Dis,Rec,PrgR
Liam McCarron,sct SCO,FW,Leeds United,20,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2,2,100,42,0,1,1,100,0,0,,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,3,0,0,,0,,2,15,6,0,0,0,0,0,1,0
Alex McCarthy,eng ENG,GK,Southampton,31,1989,17,17,1530,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,318,508,62.6,8708,6548,79,79,100,139,141,98.6,97,283,34.3,0,0,0,1,9,0,0,0,2,0.12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,536,427,533,3,0,0,536,0,0,,0,,278,1311,913,0,0,0,0,0,231,0
John McGinn,sct SCO,MF,Aston Villa,26,1994,35,35,3090,34.3,3,4,7,3,0,0,8,0,1.5,1.5,5.3,6.8,52,196,67,0.09,0.12,0.2,0.09,0.2,0.04,0.15,0.2,0.04,0.2,43,16,37.2,1.25,0.47,0.07,0.19,25.1,0,0,0,1.5,1.5,0.04,1.5,1.5,1023,1365,74.9,20891,8296,394,464,84.9,416,515,80.8,187,318,58.8,5.3,5.3,-1.3,51,163,48,12,196,103,3,72,21,4,2,3,1,6,0.17,4,1,1,0,0,0,1754,70,346,962,466,26,1754,68,44,64.7,24,35.3,991,4882,2410,52,32,7,48,28,1075,67
Stuart McKinstry,sct SCO,MF,Leeds United,18,2002,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2,3,66.7,28,0,1,1,100,1,2,50,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,4,0,0,5,0,0,,0,,3,14,12,0,0,0,0,0,3,1
Kenny McLean,sct SCO,MF,Norwich City,29,1992,31,29,2706,30.1,1,0,1,1,0,0,3,0,1.8,1.8,0.8,2.6,32,99,61,0.03,0,0.03,0.03,0.03,0.06,0.03,0.09,0.06,0.09,33,6,18.2,1.1,0.2,0.03,0.17,20.4,0,0,0,1.8,1.8,0.05,-0.8,-0.8,786,1090,72.1,13086,4130,390,488,79.9,301,386,78,71,143,49.7,0.8,1,-0.8,10,73,21,0,99,41,1.36,34,3,0,3,0,1,2,0.07,2,0,0,0,0,0,1387,71,363,715,328,44,1387,30,19,63.3,11,36.7,776,3976,1631,32,25,4,41,14,903,61
Dwight McNeil,eng ENG,MF,Burnley,21,1999,38,35,3107,34.5,0,1,1,0,0,0,1,0,2.3,2.3,4.6,6.9,93,104,112,0,0.03,0.03,0,0.03,0.07,0.13,0.2,0.07,0.2,52,15,28.8,1.51,0.43,0,0,22.8,4,0,0,2.3,2.3,0.04,-2.3,-2.3,782,1154,67.8,14022,4010,377,434,86.9,265,358,74,112,245,45.7,4.6,5.3,-3.6,47,67,43,21,104,112,3.24,62,22,11,7,7,3,6,0.17,4,2,0,0,0,0,1620,46,280,731,668,57,1620,150,90,60,60,40,933,6787,2598,93,81,16,79,51,942,112
Scott McTominay,sct SCO,MF,Manchester Utd,24,1996,30,28,2387,26.5,1,1,2,1,0,0,9,0,1.4,1.4,1.5,2.9,40,125,37,0.04,0.04,0.08,0.04,0.08,0.05,0.06,0.11,0.05,0.11,27,7,25.9,1.02,0.26,0.04,0.14,20.9,0,0,0,1.4,1.4,0.05,-0.4,-0.4,1060,1254,84.5,18096,5343,492,561,87.7,427,482,88.6,108,134,80.6,1.5,2,-0.5,23,113,9,2,125,51,1.92,43,0,3,1,2,2,6,0.23,4,0,0,1,0,1,1585,92,386,919,297,27,1585,47,36,76.6,11,23.4,902,5275,2529,40,36,3,44,32,997,37
Ben Mee,eng ENG,DF,Burnley,31,1989,21,21,1839,20.4,3,0,3,3,0,0,3,0,2.3,2.3,1,3.4,3,38,2,0.15,0,0.15,0.15,0.15,0.11,0.05,0.17,0.11,0.17,19,4,21.1,0.93,0.2,0.16,0.75,8.7,0,0,0,2.3,2.3,0.12,0.7,0.7,535,763,70.1,11809,4762,175,215,81.4,245,301,81.4,111,218,50.9,1,0.1,-1,5,51,2,1,38,13,0.64,8,0,0,4,1,0,0,0,0,0,0,0,0,0,980,137,477,463,47,31,980,5,4,80,1,20,437,1967,957,3,1,0,4,0,446,2
Hannibal Mejbri,tn TUN,FW,Manchester Utd,18,2003,2,1,68,0.8,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,0,0,4,0,0,0,0,0,0.09,0,0.09,0.09,0.09,1,1,100,1.32,1.32,0,0,22.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,17,21,81,180,9,12,13,92.3,3,3,100,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,6,13,14,0,32,2,1,50,1,50,18,111,28,0,2,0,1,1,23,4
Benjamin Mendy,fr FRA,DF,Manchester City,27,1994,1,1,78,0.9,0,0,0,0,0,0,0,0,0,0,0.1,0.1,4,9,4,0,0,0,0,0,0,0.16,0.16,0,0.16,0,0,,0,0,,,,0,0,0,0,0,,0,0,80,94,85.1,1225,387,42,46,91.3,33,35,94.3,3,7,42.9,0.1,0.1,-0.1,2,9,1,1,9,5,5.77,5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,13,64,23,1,100,3,2,66.7,1,33.3,67,335,253,4,4,0,1,0,73,4
Edouard Mendy,sn SEN,GK,Chelsea,29,1992,34,34,3060,34,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,811,957,84.7,17070,11353,282,284,99.3,333,344,96.8,157,288,54.5,0,0,0,0,5,0,0,0,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1017,880,1012,5,0,0,1017,0,0,,0,,580,2341,1233,0,0,0,2,0,527,0
Nampalys Mendy,sn SEN,MF,Leicester City,29,1992,14,12,1032,11.5,0,0,0,0,0,0,3,0,0,0,0,0,9,36,8,0,0,0,0,0,0,0,0,0,0,1,1,100,0.09,0.09,0,0,25.3,0,0,0,0,0,0.02,0,0,593,645,91.9,9282,1636,304,323,94.1,233,247,94.3,35,43,81.4,0,0.1,0,1,39,0,0,36,5,0.44,5,0,0,0,0,0,3,0.26,3,0,0,0,0,0,725,21,186,486,58,0,725,4,4,100,0,0,470,2378,989,9,12,0,12,9,542,8
Illan Meslier,fr FRA,GK,Leeds United,21,2000,38,38,3384,37.6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1037,1392,74.5,24030,14107,249,253,98.4,558,571,97.7,227,560,40.5,0,0,0,0,3,0,0,0,3,0.08,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1489,1295,1483,7,0,0,1489,2,2,100,0,0,856,4644,2876,0,0,0,4,0,721,0
Luka Milivojevi?,rs SRB,MF,Crystal Palace,30,1991,15,9,774,8.6,0,0,0,0,0,0,1,0,0.3,0.3,0.7,1,2,37,4,0,0,0,0,0,0.03,0.08,0.11,0.03,0.11,8,0,0,0.93,0,0,,26.6,4,0,0,0.3,0.3,0.04,-0.3,-0.3,400,493,81.1,7100,2097,182,202,90.1,157,185,84.9,46,79,58.2,0.7,1,-0.7,11,36,6,3,37,20,2.33,8,10,0,0,1,1,0,0,0,0,0,0,0,0,562,21,138,315,113,1,562,2,2,100,0,0,285,1005,464,2,7,0,3,3,338,4
James Milner,eng ENG,MFDF,Liverpool,35,1986,24,9,853,9.5,0,1,1,0,0,0,2,0,0.4,0.4,2.2,2.5,9,73,38,0,0.11,0.11,0,0.11,0.04,0.23,0.26,0.04,0.26,10,2,20,1.06,0.21,0,0,23.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4,646,777,83.1,11063,3500,301,327,92,264,312,84.6,62,95,65.3,2.2,1.5,-1.2,22,73,18,6,73,40,4.22,29,8,1,1,1,0,2,0.21,1,1,0,0,0,0,903,39,166,488,252,12,903,6,2,33.3,4,66.7,492,1686,798,9,9,1,12,5,624,38
Yerry Mina,co COL,DF,Everton,26,1994,13,11,846,9.4,0,0,0,0,0,0,3,0,0.3,0.3,0,0.3,1,20,2,0,0,0,0,0,0.03,0,0.03,0.03,0.03,6,2,33.3,0.64,0.21,0,0,10.8,0,0,0,0.3,0.3,0.05,-0.3,-0.3,288,362,79.6,5565,1860,97,116,83.6,136,159,85.5,43,68,63.2,0,0,0,1,10,0,0,20,2,0.21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,458,85,262,172,26,14,458,0,0,,0,,218,1094,538,1,0,0,2,1,251,2
Takumi Minamino,jp JPN,FWMF,Liverpool,26,1995,11,1,186,2.1,3,0,3,3,0,0,1,0,1.6,1.6,0.5,2.2,2,5,15,1.45,0,1.45,1.45,1.45,0.79,0.25,1.04,0.79,1.04,7,4,57.1,3.39,1.94,0.43,0.75,15.2,0,0,0,1.6,1.6,0.23,1.4,1.4,58,69,84.1,648,146,42,45,93.3,10,15,66.7,2,2,100,0.5,0.6,-0.5,2,6,3,0,5,8,3.87,6,0,0,0,1,1,1,0.48,1,0,0,0,0,0,93,1,8,36,50,9,93,5,1,20,4,80,58,241,92,2,1,2,2,5,75,15
Tyrone Mings,eng ENG,DF,Aston Villa,28,1993,36,35,3189,35.4,1,3,4,1,0,0,11,0,1.6,1.6,1.6,3.3,23,91,17,0.03,0.08,0.11,0.03,0.11,0.05,0.05,0.09,0.05,0.09,21,5,23.8,0.59,0.14,0.05,0.2,12.3,0,0,0,1.6,1.6,0.08,-0.6,-0.6,1336,1684,79.3,26051,10825,446,513,86.9,744,820,90.7,130,302,43,1.6,1.1,1.4,10,85,5,0,91,30,0.85,23,0,1,3,2,1,5,0.14,4,0,0,1,0,0,2031,321,1168,774,108,51,2031,12,11,91.7,1,8.3,1212,6651,3776,23,17,2,17,4,1242,17
Tyrick Mitchell,eng ENG,DF,Crystal Palace,21,1999,36,35,3101,34.5,0,2,2,0,0,0,1,0,0.2,0.2,1.7,1.9,41,134,116,0,0.06,0.06,0,0.06,0.01,0.05,0.05,0.01,0.05,4,0,0,0.12,0,0,,17.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,1393,1930,72.2,21564,10421,745,864,86.2,526,700,75.1,84,236,35.6,1.7,1.7,0.3,21,103,33,15,134,51,1.48,42,5,1,0,1,2,7,0.2,6,1,0,0,0,0,2320,137,905,945,490,26,2320,29,16,55.2,13,44.8,1074,4380,2208,41,37,4,45,26,1188,116
Jakub Moder,pl POL,MF,Brighton,22,1999,28,19,1701,18.9,0,3,3,0,0,0,1,0,2.6,2.6,2.2,4.8,42,89,102,0,0.16,0.16,0,0.16,0.14,0.12,0.25,0.14,0.25,28,6,21.4,1.48,0.32,0,0,16.6,2,0,0,2.6,2.6,0.09,-2.6,-2.6,581,814,71.4,8501,2438,320,399,80.2,194,264,73.5,28,55,50.9,2.2,2.2,0.8,16,57,20,5,89,41,2.17,27,2,3,7,1,1,4,0.21,3,0,0,1,0,0,1058,36,189,432,451,61,1058,29,12,41.4,17,58.6,567,2737,1277,42,42,8,50,19,729,102
Wesley Moraes,br BRA,FW,Aston Villa,24,1996,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2,2,100,8,4,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,,0,,2,5,3,0,0,0,0,0,3,0
Tyler Morton,eng ENG,MF,Liverpool,18,2002,2,1,66,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,30,35,85.7,527,116,15,16,93.8,9,9,100,5,7,71.4,0,0,0,0,5,0,0,4,1,1.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,2,33,6,0,41,0,0,,0,,24,54,12,0,1,0,2,0,23,0
Mason Mount,eng ENG,MF,Chelsea,22,1999,32,27,2363,26.3,11,10,21,10,1,1,4,0,8,7.2,6.7,14,92,164,276,0.42,0.38,0.8,0.38,0.76,0.31,0.26,0.56,0.28,0.53,75,27,36,2.86,1.03,0.13,0.37,17.9,6,1,1,8,7.2,0.1,3,2.8,998,1278,78.1,13767,4197,609,673,90.5,266,346,76.9,56,128,43.8,6.7,6.9,3.3,58,70,61,10,164,119,4.53,80,22,2,10,5,0,19,0.72,12,5,0,1,1,0,1564,17,125,524,928,137,1563,42,18,42.9,24,57.1,920,4706,2525,92,79,26,70,34,1175,276
Lucas Moura,br BRA,FWMF,Tottenham,28,1992,34,19,1775,19.7,2,6,8,2,0,0,4,0,2.7,2.7,5,7.7,48,99,87,0.1,0.3,0.41,0.1,0.41,0.14,0.25,0.39,0.14,0.39,37,11,29.7,1.88,0.56,0.05,0.18,16.7,0,0,0,2.7,2.7,0.07,-0.7,-0.7,567,774,73.3,7667,2267,340,413,82.3,180,243,74.1,17,38,44.7,5,2.8,1,34,59,27,4,99,67,3.4,52,0,7,2,6,0,12,0.61,10,0,1,0,1,0,1021,21,103,510,428,62,1021,92,56,60.9,36,39.1,649,3811,1802,48,61,9,59,33,772,87
João Moutinho,pt POR,MF,Wolves,34,1986,35,34,2970,33,2,1,3,2,0,0,4,0,1.3,1.3,2.7,3.9,42,196,37,0.06,0.03,0.09,0.06,0.09,0.04,0.08,0.12,0.04,0.12,20,7,35,0.61,0.21,0.1,0.29,24.3,4,0,0,1.3,1.3,0.06,0.7,0.7,1700,2039,83.4,31501,7578,700,779,89.9,734,825,89,221,331,66.8,2.7,2.3,-1.7,39,170,18,4,196,82,2.48,53,22,1,4,0,2,4,0.12,3,1,0,0,0,0,2324,63,524,1338,482,12,2324,21,16,76.2,5,23.8,1195,5504,2719,42,43,2,30,20,1486,37
Bali Mumba,eng ENG,DF,Norwich City,19,2001,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,7,10,70,78,27,6,6,100,1,1,100,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,13,3,3,0,19,1,0,0,1,100,9,44,16,1,1,0,0,0,8,0
Jacob Murphy,eng ENG,FWDF,Newcastle Utd,26,1995,33,13,1473,16.4,1,2,3,1,0,0,4,0,2.2,2.2,2.6,4.8,51,44,80,0.06,0.12,0.18,0.06,0.18,0.13,0.16,0.29,0.13,0.29,27,5,18.5,1.65,0.31,0.04,0.2,19.3,1,0,0,2.2,2.2,0.08,-1.2,-1.2,364,581,62.7,5480,1975,182,233,78.1,119,183,65,29,82,35.4,2.6,1.9,-0.6,20,33,19,6,44,46,2.81,34,2,2,5,3,0,6,0.37,3,0,0,2,1,0,795,33,215,300,298,57,795,29,13,44.8,16,55.2,405,2839,1419,51,28,21,29,21,421,80
Enock Mwepu,zm ZAM,MF,Brighton,23,1998,18,12,996,11.1,2,4,6,2,0,0,2,0,2.1,2.1,1.6,3.7,22,27,44,0.18,0.36,0.54,0.18,0.54,0.19,0.14,0.33,0.19,0.33,19,8,42.1,1.72,0.72,0.11,0.25,20,0,0,0,2.1,2.1,0.11,-0.1,-0.1,289,393,73.5,3992,899,159,191,83.2,98,127,77.2,10,29,34.5,1.6,0.8,2.4,9,18,4,0,27,26,2.35,18,0,2,3,3,0,7,0.63,6,0,0,0,1,0,549,22,108,274,179,34,549,23,15,65.2,8,34.8,305,1661,867,22,16,3,26,9,339,44
Vitaliy Mykolenko,ua UKR,DF,Everton,22,1999,13,12,1055,11.7,1,0,1,1,0,0,0,0,0.5,0.5,0.8,1.2,8,27,27,0.09,0,0.09,0.09,0.09,0.04,0.06,0.11,0.04,0.11,8,2,25,0.68,0.17,0.13,0.5,19,0,0,0,0.5,0.5,0.06,0.5,0.5,319,465,68.6,4900,2092,188,216,87,96,155,61.9,25,66,37.9,0.8,0.8,-0.8,8,21,7,5,27,16,1.36,10,5,0,0,1,0,3,0.26,1,1,0,0,1,0,603,43,197,212,200,13,603,9,3,33.3,6,66.7,227,999,433,8,6,1,11,4,241,27
Marvelous Nakamba,zw ZIM,MF,Aston Villa,27,1994,16,10,904,10,0,0,0,0,0,0,5,0,0,0,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,327,385,84.9,4835,1518,187,219,85.4,114,129,88.4,18,21,85.7,0,0.2,0,2,33,1,0,24,10,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,494,40,161,287,51,0,494,16,14,87.5,2,12.5,279,1135,423,5,5,0,14,10,261,0
Wilfred Ndidi,ng NGA,MFDF,Leicester City,24,1996,19,18,1618,18,0,0,0,0,0,0,4,0,0.7,0.7,0,0.8,14,57,13,0,0,0,0,0,0.04,0,0.04,0.04,0.04,14,4,28.6,0.78,0.22,0,0,19.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7,746,935,79.8,11258,3104,393,465,84.5,279,332,84,41,65,63.1,0,0.2,0,2,36,4,0,57,18,1,13,0,0,3,1,1,2,0.11,1,0,0,1,0,0,1196,97,423,653,134,17,1196,17,11,64.7,6,35.3,600,2471,992,14,10,1,25,15,659,13
Tanguy Ndombele,fr FRA,MF,Tottenham,24,1996,9,6,484,5.4,1,1,2,1,0,0,1,0,0.4,0.4,0.4,0.8,14,21,25,0.19,0.19,0.37,0.19,0.37,0.08,0.07,0.16,0.08,0.16,9,3,33.3,1.67,0.56,0.11,0.33,17.4,0,0,0,0.4,0.4,0.05,0.6,0.6,230,267,86.1,3175,787,124,136,91.2,78,90,86.7,10,13,76.9,0.4,0.5,0.6,4,22,3,0,21,15,2.79,10,0,1,2,2,0,1,0.19,1,0,0,0,0,0,339,5,43,211,92,11,339,20,11,55,9,45,216,1172,531,14,19,5,20,20,272,25
Reiss Nelson,eng ENG,FW,Arsenal,21,1999,1,0,20,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,4,0,0,0,0,0,0.24,0.21,0.45,0.24,0.45,1,0,0,4.5,0,0,,18.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,8,12,66.7,66,0,7,10,70,0,1,0,0,0,,0,0.1,0,1,0,0,0,0,3,13.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,5,11,2,16,0,0,,0,,10,21,8,0,0,0,0,0,11,4
Pedro Neto,pt POR,FWMF,Wolves,21,2000,13,5,466,5.2,1,1,2,1,0,0,3,0,1.5,1.5,1,2.5,27,10,49,0.19,0.19,0.39,0.19,0.39,0.29,0.2,0.49,0.29,0.49,17,4,23.5,3.28,0.77,0.06,0.25,19.7,1,0,0,1.5,1.5,0.09,-0.5,-0.5,181,237,76.4,2805,542,97,106,91.5,61,82,74.4,13,29,44.8,1,0.9,0,13,4,4,2,10,25,4.82,11,4,3,2,3,2,1,0.19,1,0,0,0,0,0,308,1,21,117,174,24,308,23,12,52.2,11,47.8,206,1499,719,27,22,10,21,12,237,49
Rúben Neves,pt POR,MF,Wolves,24,1997,33,31,2661,29.6,4,2,6,4,0,0,9,0,1.1,1.1,3.1,4.3,34,202,19,0.14,0.07,0.2,0.14,0.2,0.04,0.11,0.14,0.04,0.14,42,16,38.1,1.42,0.54,0.1,0.25,27.4,4,0,0,1.1,1.1,0.03,2.9,2.9,1635,1992,82.1,34995,8702,487,553,88.1,827,937,88.3,299,416,71.9,3.1,2.7,-1.1,25,200,30,5,202,67,2.27,58,1,1,4,2,1,4,0.14,4,0,0,0,0,0,2281,90,553,1424,332,6,2281,32,26,81.3,6,18.8,1300,5392,2607,34,34,1,33,17,1607,19
Jeremy Ngakia,eng ENG,DF,Watford,20,2000,16,9,903,10,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,18,39,20,0,0,0,0,0,0.01,0.05,0.06,0.01,0.06,5,0,0,0.5,0,0,,27.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,322,442,72.9,5489,2535,147,175,84,139,172,80.8,26,61,42.6,0.5,0.6,-0.5,4,37,7,3,39,16,1.59,8,4,0,1,3,0,2,0.2,1,0,0,0,1,0,567,41,234,226,113,2,567,17,9,52.9,8,47.1,245,1240,685,18,9,1,10,5,259,20
Saúl Ñíguez,es ESP,DFMF,Chelsea,26,1994,10,5,480,5.3,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.9,4,15,27,0,0,0,0,0,0.07,0.1,0.16,0.07,0.16,5,1,20,0.94,0.19,0,0,23.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3,306,353,86.7,4777,1025,168,185,90.8,108,122,88.5,20,29,69,0.5,0.2,-0.5,3,15,2,2,15,7,1.31,6,0,0,1,0,0,0,0,0,0,0,0,0,0,430,11,110,219,102,13,430,3,2,66.7,1,33.3,202,887,351,4,4,1,9,11,297,27
Eddie Nketiah,eng ENG,FW,Arsenal,22,1999,21,8,835,9.3,5,1,6,5,0,0,3,0,4.4,4.4,2,6.4,27,21,66,0.54,0.11,0.65,0.54,0.65,0.47,0.22,0.69,0.47,0.69,29,13,44.8,3.13,1.4,0.17,0.38,14.6,0,0,0,4.4,4.4,0.15,0.6,0.6,175,230,76.1,2484,379,96,115,83.5,66,78,84.6,5,8,62.5,2,0.8,-1,13,7,4,0,21,26,2.81,17,0,5,3,1,0,2,0.22,1,0,0,1,0,0,358,8,35,137,188,61,358,30,14,46.7,16,53.3,210,1478,708,27,20,11,26,11,271,66
Nicolas Nkoulou,cm CMR,DF,Watford,31,1990,3,2,168,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,,0,0,,,,0,0,0,0,0,,0,0,50,57,87.7,1025,223,15,16,93.8,27,30,90,6,8,75,0,0,0,1,2,0,0,2,1,0.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73,9,36,35,2,0,73,1,1,100,0,0,35,138,34,0,0,0,0,1,41,0
Mark Noble,eng ENG,MF,West Ham,34,1987,11,3,332,3.7,1,0,1,0,1,2,0,0,1.6,0,0,0,2,14,3,0.27,0,0.27,0,0,0.43,0,0.43,0,0,0,0,,0,0,,,,0,1,2,1.6,0,,-0.6,0,262,301,87,4287,1128,127,137,92.7,109,119,91.6,21,32,65.6,0,0.1,0,1,21,0,0,14,6,1.63,6,0,0,0,0,0,0,0,0,0,0,0,0,0,325,5,80,210,40,2,323,4,3,75,1,25,217,869,350,2,9,0,0,4,248,3
Mathias Normann,no NOR,MF,Norwich City,25,1996,23,20,1645,18.3,1,2,3,1,0,0,6,0,0.9,0.9,1.8,2.7,16,75,8,0.05,0.11,0.16,0.05,0.16,0.05,0.1,0.15,0.05,0.15,26,5,19.2,1.42,0.27,0.04,0.2,28.2,6,0,0,0.9,0.9,0.04,0.1,0.1,546,795,68.7,10908,3882,213,262,81.3,226,314,72,90,175,51.4,1.8,1.5,0.2,13,59,14,1,75,37,2.02,19,5,6,3,4,0,3,0.16,3,0,0,0,0,0,990,76,331,516,156,5,990,30,17,56.7,13,43.3,522,2631,1144,16,10,2,27,17,570,8
Christian Nørgaard,dk DEN,MF,Brentford,27,1994,35,35,3054,33.9,3,4,7,3,0,0,8,0,3.8,3.8,3.3,7.1,17,169,31,0.09,0.12,0.21,0.09,0.21,0.11,0.1,0.21,0.11,0.21,27,8,29.6,0.8,0.24,0.11,0.38,14.1,0,0,0,3.8,3.8,0.14,-0.8,-0.8,1337,1685,79.3,21669,6947,667,789,84.5,543,651,83.4,87,145,60,3.3,2.9,0.7,29,149,24,3,169,58,1.71,50,0,2,3,2,1,6,0.18,6,0,0,0,0,0,2079,109,571,1219,308,59,2079,27,18,66.7,9,33.3,879,3316,1627,17,22,3,26,26,1104,31
Angelo Ogbonna,it ITA,DF,West Ham,33,1988,11,11,921,10.2,1,0,1,1,0,0,1,0,0.3,0.3,0,0.3,2,14,0,0.1,0,0.1,0.1,0.1,0.03,0,0.03,0.03,0.03,3,1,33.3,0.29,0.1,0.33,1,12.6,0,0,0,0.3,0.3,0.11,0.7,0.7,405,477,84.9,7815,2674,123,127,96.9,244,271,90,34,69,49.3,0,0,0,0,16,0,0,14,3,0.29,2,0,0,1,0,0,1,0.1,1,0,0,0,0,0,542,63,290,242,13,6,542,1,1,100,0,0,324,1623,741,2,0,0,2,1,376,0
Michael Olise,fr FRA,FWMF,Crystal Palace,19,2001,26,12,1141,12.7,2,5,7,2,0,0,4,0,1.7,1.7,3.9,5.6,55,63,110,0.16,0.39,0.55,0.16,0.55,0.13,0.3,0.44,0.13,0.44,19,10,52.6,1.5,0.79,0.11,0.2,17,2,0,0,1.7,1.7,0.09,0.3,0.3,476,662,71.9,7870,2233,254,290,87.6,143,207,69.1,57,108,52.8,3.9,3.6,1.1,24,39,26,9,63,44,3.47,34,4,2,2,2,0,9,0.71,8,0,0,1,0,0,829,16,102,348,396,42,829,62,28,45.2,34,54.8,500,3377,1746,55,37,10,27,21,589,110
Robin Olsen,se SWE,GK,Aston Villa,31,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,25,47,53.2,847,651,6,6,100,8,8,100,11,31,35.5,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,47,46,47,0,0,0,47,0,0,,0,,22,132,114,0,0,0,0,0,13,0
Andrew Omobamidele,ie IRL,DF,Norwich City,19,2002,5,4,382,4.2,1,0,1,1,0,0,1,0,0.2,0.2,0,0.2,6,14,1,0.24,0,0.24,0.24,0.24,0.06,0,0.06,0.06,0.06,2,1,50,0.47,0.24,0.5,1,8.3,0,0,0,0.2,0.2,0.12,0.8,0.8,197,235,83.8,3559,1026,75,85,88.2,100,115,87,18,27,66.7,0,0,0,0,10,0,0,14,3,0.71,3,0,0,0,0,0,0,0,0,0,0,0,0,0,279,27,138,124,18,2,279,0,0,,0,,162,897,465,6,3,0,6,0,162,1
